#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FAS	TP53	9606.ENSP00000498466	9606.ENSP00000269305	0	0	0	0	0	0.080	0.500	0.756	0.877
FAS	THY1	9606.ENSP00000498466	9606.ENSP00000284240	0	0	0	0	0	0	0	0.481	0.481
FAS	FYN	9606.ENSP00000498466	9606.ENSP00000346671	0	0	0	0	0.090	0.583	0	0.245	0.689
FAS	SDC1	9606.ENSP00000498466	9606.ENSP00000370542	0	0	0	0	0	0	0	0.623	0.623
FAS	LGALS9	9606.ENSP00000498466	9606.ENSP00000378856	0	0	0	0	0.107	0	0	0.509	0.543
FAS	HLA-A	9606.ENSP00000498466	9606.ENSP00000379873	0	0	0	0	0.129	0	0	0.370	0.427
FAS	PTPN13	9606.ENSP00000498466	9606.ENSP00000394794	0	0	0	0	0.060	0.625	0	0.923	0.970
FAS	IGF1R	9606.ENSP00000498466	9606.ENSP00000497069	0	0	0	0	0	0.058	0	0.425	0.435
FASN	MEST	9606.ENSP00000304592	9606.ENSP00000223215	0.043	0	0	0	0.069	0	0.279	0.223	0.434
FASN	HSD17B1	9606.ENSP00000304592	9606.ENSP00000225929	0.044	0	0	0	0.055	0.145	0.217	0.187	0.418
FASN	RDH10	9606.ENSP00000304592	9606.ENSP00000240285	0.044	0	0	0	0.055	0.145	0.217	0.196	0.425
FASN	MSMO1	9606.ENSP00000304592	9606.ENSP00000261507	0	0	0	0	0.205	0	0	0.489	0.577
FASN	GPAT3	9606.ENSP00000304592	9606.ENSP00000264409	0	0	0	0	0	0	0	0.516	0.516
FASN	SQLE	9606.ENSP00000304592	9606.ENSP00000265896	0	0	0	0	0.228	0	0	0.665	0.730
FASN	TP53	9606.ENSP00000304592	9606.ENSP00000269305	0	0	0	0	0.044	0.143	0	0.476	0.533
FASN	PGD	9606.ENSP00000304592	9606.ENSP00000270776	0	0	0	0	0.257	0	0	0.421	0.552
FASN	HMGCR	9606.ENSP00000304592	9606.ENSP00000287936	0	0	0	0	0.110	0	0	0.807	0.820
FASN	VAT1L	9606.ENSP00000304592	9606.ENSP00000303129	0.061	0	0	0.587	0.063	0.297	0.257	0.185	0.557
FASN	RUNX1T1	9606.ENSP00000304592	9606.ENSP00000402257	0.052	0	0	0	0.074	0.056	0.217	0.226	0.406
FASN	OAT	9606.ENSP00000304592	9606.ENSP00000357838	0	0	0	0	0	0	0.145	0.356	0.426
FASN	PLPP2	9606.ENSP00000304592	9606.ENSP00000329697	0.061	0	0	0	0.042	0	0	0.420	0.432
FASN	PHGDH	9606.ENSP00000304592	9606.ENSP00000493382	0	0	0	0	0.127	0	0	0.376	0.433
FASN	ZBTB20	9606.ENSP00000304592	9606.ENSP00000419153	0	0	0	0	0	0	0	0.442	0.442
FASN	JUP	9606.ENSP00000304592	9606.ENSP00000377508	0	0	0	0	0.067	0.157	0	0.363	0.455
FASN	NCEH1	9606.ENSP00000304592	9606.ENSP00000442464	0.057	0	0	0	0.142	0	0	0.384	0.458
FASN	SOAT1	9606.ENSP00000304592	9606.ENSP00000356591	0	0	0	0	0.049	0	0	0.457	0.461
FASN	H6PD	9606.ENSP00000304592	9606.ENSP00000473348	0	0	0	0	0	0	0	0.489	0.489
FASN	FOXO1	9606.ENSP00000304592	9606.ENSP00000368880	0	0	0	0	0	0	0	0.504	0.504
FASN	UCP2	9606.ENSP00000304592	9606.ENSP00000499695	0	0	0	0	0.111	0	0	0.513	0.549
FASN	SLC2A1	9606.ENSP00000304592	9606.ENSP00000416293	0	0	0	0	0.068	0	0	0.562	0.574
FASN	FDFT1	9606.ENSP00000304592	9606.ENSP00000491537	0	0	0	0	0.178	0	0	0.521	0.589
FASN	INSIG1	9606.ENSP00000304592	9606.ENSP00000344741	0	0	0	0	0.207	0.292	0	0.639	0.780
FASN	SREBF2	9606.ENSP00000304592	9606.ENSP00000354476	0	0	0	0	0.201	0.073	0	0.793	0.833
FASN	HMGCS1	9606.ENSP00000304592	9606.ENSP00000322706	0.118	0	0	0	0.279	0	0	0.769	0.840
FASN	SCD	9606.ENSP00000304592	9606.ENSP00000359380	0	0	0	0	0.632	0.101	0	0.890	0.960
FBN1	MMP2	9606.ENSP00000325527	9606.ENSP00000219070	0	0	0	0	0.479	0	0	0.663	0.817
FBN1	PCOLCE	9606.ENSP00000325527	9606.ENSP00000223061	0	0	0	0	0.267	0	0	0.272	0.444
FBN1	MGP	9606.ENSP00000325527	9606.ENSP00000228938	0	0	0	0	0.139	0	0	0.345	0.412
FBN1	SULF1	9606.ENSP00000325527	9606.ENSP00000260128	0	0	0	0	0.259	0.085	0	0.197	0.408
FBN1	PDGFRB	9606.ENSP00000325527	9606.ENSP00000261799	0	0	0	0	0.217	0	0	0.444	0.546
FBN1	PITX1	9606.ENSP00000325527	9606.ENSP00000265340	0	0	0	0	0.049	0	0	0.404	0.409
FBN1	LUM	9606.ENSP00000325527	9606.ENSP00000266718	0	0	0	0	0.904	0.099	0	0.708	0.972
FBN1	MMP3	9606.ENSP00000325527	9606.ENSP00000299855	0	0	0	0	0.230	0	0	0.605	0.683
FBN1	MMP1	9606.ENSP00000325527	9606.ENSP00000322788	0	0	0	0	0.179	0	0	0.630	0.683
FBN1	PRELP	9606.ENSP00000325527	9606.ENSP00000343924	0	0	0	0	0.098	0.099	0	0.349	0.424
FBN1	MEF2C	9606.ENSP00000325527	9606.ENSP00000340874	0	0	0	0	0.066	0.074	0	0.413	0.448
FBN1	THBS2	9606.ENSP00000325527	9606.ENSP00000355751	0	0	0	0.548	0.327	0	0	0.279	0.494
FBN1	SDC1	9606.ENSP00000325527	9606.ENSP00000370542	0	0	0	0	0.060	0.070	0	0.500	0.524
FBN1	ITGA11	9606.ENSP00000325527	9606.ENSP00000327290	0	0	0	0	0.260	0.045	0	0.484	0.604
FBN1	MYLK	9606.ENSP00000325527	9606.ENSP00000353452	0	0	0	0	0.084	0.074	0	0.619	0.649
FBN1	GDF5	9606.ENSP00000325527	9606.ENSP00000363492	0	0	0	0	0.086	0.045	0	0.668	0.684
FBN1	TGFB2	9606.ENSP00000325527	9606.ENSP00000355896	0	0	0	0	0.096	0.045	0	0.755	0.770
FBN1	POSTN	9606.ENSP00000325527	9606.ENSP00000369071	0	0	0	0	0.286	0.046	0	0.710	0.785
FBN1	FBN2	9606.ENSP00000325527	9606.ENSP00000424571	0	0	0.053	0.974	0.084	0.236	0.500	0.768	0.909
FBN1	MFAP4	9606.ENSP00000325527	9606.ENSP00000378957	0	0	0	0	0.214	0.333	0	0.841	0.909
FBN2	PITX1	9606.ENSP00000424571	9606.ENSP00000265340	0	0	0	0	0.051	0	0	0.436	0.442
FBN2	LUM	9606.ENSP00000424571	9606.ENSP00000266718	0	0	0	0	0.609	0.099	0	0.220	0.701
FBN2	MMP3	9606.ENSP00000424571	9606.ENSP00000299855	0	0	0	0	0.131	0	0	0.488	0.536
FBN2	MMP1	9606.ENSP00000424571	9606.ENSP00000322788	0	0	0	0	0.147	0	0	0.441	0.503
FBN2	MYLK	9606.ENSP00000424571	9606.ENSP00000353452	0	0	0	0	0	0.074	0	0.485	0.503
FBN2	TGFB2	9606.ENSP00000424571	9606.ENSP00000355896	0	0	0	0	0.072	0.045	0	0.438	0.459
FBN2	GDF5	9606.ENSP00000424571	9606.ENSP00000363492	0	0	0	0	0.059	0.045	0	0.536	0.547
FBN2	POSTN	9606.ENSP00000424571	9606.ENSP00000369071	0	0	0	0	0.089	0.046	0	0.375	0.410
FBN2	MFAP4	9606.ENSP00000424571	9606.ENSP00000378957	0	0	0	0	0.060	0.097	0	0.467	0.508
FBXO32	PRDX3	9606.ENSP00000428205	9606.ENSP00000298510	0	0	0	0	0.068	0	0	0.407	0.423
FBXO32	MEF2C	9606.ENSP00000428205	9606.ENSP00000340874	0	0	0	0	0.042	0	0	0.478	0.478
FBXO32	FOXO1	9606.ENSP00000428205	9606.ENSP00000368880	0	0	0	0	0.067	0	0.500	0.836	0.917
FBXO32	NEDD4L	9606.ENSP00000428205	9606.ENSP00000383199	0	0	0	0	0	0	0	0.431	0.431
FBXO32	MYOCD	9606.ENSP00000428205	9606.ENSP00000401678	0	0	0	0	0	0.095	0	0.511	0.539
FDFT1	MSMO1	9606.ENSP00000491537	9606.ENSP00000261507	0.079	0	0	0	0.530	0.782	0	0.916	0.991
FDFT1	SQLE	9606.ENSP00000491537	9606.ENSP00000265896	0	0	0.228	0	0.520	0	0.980	0.939	0.999
FDFT1	TM7SF2	9606.ENSP00000491537	9606.ENSP00000279263	0	0	0	0	0.178	0	0	0.727	0.766
FDFT1	HMGCR	9606.ENSP00000491537	9606.ENSP00000287936	0.057	0	0	0	0.359	0.087	0	0.926	0.954
FDFT1	STK32C	9606.ENSP00000491537	9606.ENSP00000298630	0	0	0	0	0	0.421	0	0	0.420
FDFT1	HMGCS1	9606.ENSP00000491537	9606.ENSP00000322706	0	0	0	0	0.796	0.067	0	0.945	0.988
FDFT1	MAOA	9606.ENSP00000491537	9606.ENSP00000340684	0	0	0	0	0.344	0	0.248	0.304	0.627
FDFT1	INSIG1	9606.ENSP00000491537	9606.ENSP00000344741	0	0	0	0	0.296	0	0	0.692	0.774
FDFT1	SREBF2	9606.ENSP00000491537	9606.ENSP00000354476	0	0	0	0	0.235	0.125	0.500	0.707	0.888
FDFT1	SOAT1	9606.ENSP00000491537	9606.ENSP00000356591	0	0	0	0	0.049	0	0	0.424	0.428
FDFT1	SCD	9606.ENSP00000491537	9606.ENSP00000359380	0	0	0	0	0.196	0	0	0.534	0.609
FDFT1	MTHFR	9606.ENSP00000491537	9606.ENSP00000365770	0.115	0	0	0	0.055	0	0	0.340	0.400
FDFT1	MAOB	9606.ENSP00000491537	9606.ENSP00000367309	0	0	0	0	0.343	0	0.248	0.281	0.613
FGF18	MMP2	9606.ENSP00000274625	9606.ENSP00000219070	0	0	0	0	0.047	0	0	0.528	0.531
FGF18	PLAT	9606.ENSP00000274625	9606.ENSP00000220809	0	0	0	0	0	0	0	0.493	0.493
FGF18	TWIST1	9606.ENSP00000274625	9606.ENSP00000242261	0	0	0	0	0.080	0	0	0.445	0.468
FGF18	SMO	9606.ENSP00000274625	9606.ENSP00000249373	0	0	0	0	0.042	0	0	0.471	0.471
FGF18	PDGFRB	9606.ENSP00000274625	9606.ENSP00000261799	0	0	0	0	0.057	0.168	0.650	0.657	0.893
FGF18	WNT5A	9606.ENSP00000274625	9606.ENSP00000264634	0	0	0	0	0	0.050	0	0.472	0.477
FGF18	ICAM1	9606.ENSP00000274625	9606.ENSP00000264832	0	0	0	0	0.074	0	0	0.456	0.474
FGF18	WNT2	9606.ENSP00000274625	9606.ENSP00000265441	0	0	0	0	0.082	0.050	0	0.386	0.418
FGF18	TP53	9606.ENSP00000274625	9606.ENSP00000269305	0	0	0	0	0	0	0	0.530	0.530
FGF18	LRP5	9606.ENSP00000274625	9606.ENSP00000294304	0	0	0	0	0.042	0.073	0	0.383	0.404
FGF18	POSTN	9606.ENSP00000274625	9606.ENSP00000369071	0	0	0	0	0.044	0	0	0.417	0.419
FGF18	MMP1	9606.ENSP00000274625	9606.ENSP00000322788	0	0	0	0	0	0	0	0.422	0.422
FGF18	MAP2K1	9606.ENSP00000274625	9606.ENSP00000302486	0	0	0	0	0	0	0	0.427	0.427
FGF18	GDF5	9606.ENSP00000274625	9606.ENSP00000363492	0	0	0	0	0.051	0	0	0.431	0.437
FGF18	MMP3	9606.ENSP00000274625	9606.ENSP00000299855	0	0	0	0	0	0	0	0.468	0.468
FGF18	VCAM1	9606.ENSP00000274625	9606.ENSP00000294728	0	0	0	0	0.042	0	0	0.475	0.475
FGF18	THY1	9606.ENSP00000274625	9606.ENSP00000284240	0	0	0	0	0.044	0	0	0.510	0.512
FGF18	KITLG	9606.ENSP00000274625	9606.ENSP00000495951	0	0	0	0	0	0	0	0.514	0.514
FGF18	PAX6	9606.ENSP00000274625	9606.ENSP00000492024	0	0	0	0	0.068	0	0	0.502	0.516
FGF18	TGFB2	9606.ENSP00000274625	9606.ENSP00000355896	0	0	0	0	0.056	0	0	0.518	0.526
FGF18	FGF9	9606.ENSP00000274625	9606.ENSP00000371790	0	0	0	0.669	0.072	0	0.400	0.322	0.589
FGF18	FGF5	9606.ENSP00000274625	9606.ENSP00000311697	0	0	0	0.620	0	0	0.400	0.354	0.596
FGF18	PGF	9606.ENSP00000274625	9606.ENSP00000451040	0	0	0	0	0.042	0	0	0.609	0.609
FGF18	IGF2	9606.ENSP00000274625	9606.ENSP00000391826	0	0	0	0	0.065	0	0	0.627	0.636
FGF18	PTX3	9606.ENSP00000274625	9606.ENSP00000295927	0	0	0	0	0.042	0.292	0	0.550	0.668
FGF18	TNFRSF12A	9606.ENSP00000274625	9606.ENSP00000326737	0	0	0	0	0.049	0	0	0.714	0.716
FGF18	SDC1	9606.ENSP00000274625	9606.ENSP00000370542	0	0	0	0	0.042	0	0	0.761	0.761
FGF18	KIT	9606.ENSP00000274625	9606.ENSP00000288135	0	0	0	0	0	0.168	0.650	0.521	0.848
FGF18	IGF1R	9606.ENSP00000274625	9606.ENSP00000497069	0	0	0	0	0	0	0.650	0.586	0.848
FGF5	MMP2	9606.ENSP00000311697	9606.ENSP00000219070	0	0	0	0	0.044	0	0	0.511	0.513
FGF5	PLAT	9606.ENSP00000311697	9606.ENSP00000220809	0	0	0	0	0.042	0	0	0.494	0.494
FGF5	TWIST1	9606.ENSP00000311697	9606.ENSP00000242261	0	0	0	0	0.073	0	0	0.427	0.446
FGF5	SMO	9606.ENSP00000311697	9606.ENSP00000249373	0	0	0	0	0	0	0	0.470	0.470
FGF5	PDGFRB	9606.ENSP00000311697	9606.ENSP00000261799	0	0	0	0	0	0.168	0.650	0.657	0.891
FGF5	WNT5A	9606.ENSP00000311697	9606.ENSP00000264634	0	0	0	0	0.054	0.050	0	0.436	0.449
FGF5	ICAM1	9606.ENSP00000311697	9606.ENSP00000264832	0	0	0	0	0.074	0	0	0.466	0.484
FGF5	WNT2	9606.ENSP00000311697	9606.ENSP00000265441	0	0	0	0	0.047	0.050	0	0.391	0.400
FGF5	TP53	9606.ENSP00000311697	9606.ENSP00000269305	0	0	0	0	0	0	0	0.540	0.540
FGF5	THY1	9606.ENSP00000311697	9606.ENSP00000284240	0	0	0	0	0.043	0	0	0.511	0.512
FGF5	KIT	9606.ENSP00000311697	9606.ENSP00000288135	0	0	0	0	0	0.168	0.650	0.528	0.850
FGF5	VCAM1	9606.ENSP00000311697	9606.ENSP00000294728	0	0	0	0	0	0	0	0.477	0.477
FGF5	PTX3	9606.ENSP00000311697	9606.ENSP00000295927	0	0	0	0	0.058	0.292	0	0.549	0.672
FGF5	MMP3	9606.ENSP00000311697	9606.ENSP00000299855	0	0	0	0	0.048	0	0	0.425	0.429
FGF5	PLAU	9606.ENSP00000311697	9606.ENSP00000361850	0	0	0	0	0.047	0	0	0.399	0.402
FGF5	POSTN	9606.ENSP00000311697	9606.ENSP00000369071	0	0	0	0	0.049	0	0	0.405	0.409
FGF5	MMP1	9606.ENSP00000311697	9606.ENSP00000322788	0	0	0	0	0.049	0	0	0.409	0.414
FGF5	FGF9	9606.ENSP00000311697	9606.ENSP00000371790	0	0	0	0.828	0	0	0.400	0.078	0.423
FGF5	TGFB2	9606.ENSP00000311697	9606.ENSP00000355896	0	0	0	0	0.057	0	0	0.493	0.502
FGF5	KITLG	9606.ENSP00000311697	9606.ENSP00000495951	0	0	0	0	0.049	0	0	0.515	0.519
FGF5	FLRT2	9606.ENSP00000311697	9606.ENSP00000332879	0	0	0	0	0.067	0	0.500	0.205	0.596
FGF5	PAX6	9606.ENSP00000311697	9606.ENSP00000492024	0	0	0	0	0.068	0	0	0.586	0.598
FGF5	PGF	9606.ENSP00000311697	9606.ENSP00000451040	0	0	0	0	0	0	0	0.608	0.608
FGF5	IGF2	9606.ENSP00000311697	9606.ENSP00000391826	0	0	0	0	0	0	0	0.629	0.629
FGF5	TNFRSF12A	9606.ENSP00000311697	9606.ENSP00000326737	0	0	0	0	0.042	0	0	0.713	0.713
FGF5	SDC1	9606.ENSP00000311697	9606.ENSP00000370542	0	0	0	0	0	0	0	0.760	0.760
FGF5	IGF1R	9606.ENSP00000311697	9606.ENSP00000497069	0	0	0	0	0	0	0.650	0.589	0.850
FGF9	MMP2	9606.ENSP00000371790	9606.ENSP00000219070	0	0	0	0	0.055	0	0	0.511	0.518
FGF9	PLAT	9606.ENSP00000371790	9606.ENSP00000220809	0	0	0	0	0	0	0	0.495	0.495
FGF9	TWIST1	9606.ENSP00000371790	9606.ENSP00000242261	0	0	0	0	0.067	0	0	0.437	0.452
FGF9	SMO	9606.ENSP00000371790	9606.ENSP00000249373	0	0	0	0	0	0	0	0.492	0.492
FGF9	PDGFRB	9606.ENSP00000371790	9606.ENSP00000261799	0	0	0	0	0.055	0.168	0.650	0.657	0.893
FGF9	WNT5A	9606.ENSP00000371790	9606.ENSP00000264634	0	0	0	0	0.046	0.050	0	0.483	0.490
FGF9	ICAM1	9606.ENSP00000371790	9606.ENSP00000264832	0	0	0	0	0.079	0	0	0.449	0.471
FGF9	TP53	9606.ENSP00000371790	9606.ENSP00000269305	0	0	0	0	0	0	0	0.542	0.542
FGF9	GJA1	9606.ENSP00000371790	9606.ENSP00000282561	0	0	0	0	0	0	0	0.434	0.434
FGF9	THY1	9606.ENSP00000371790	9606.ENSP00000284240	0	0	0	0	0	0	0	0.507	0.507
FGF9	KIT	9606.ENSP00000371790	9606.ENSP00000288135	0	0	0	0	0.069	0.168	0.650	0.528	0.855
FGF9	VCAM1	9606.ENSP00000371790	9606.ENSP00000294728	0	0	0	0	0	0	0	0.478	0.478
FGF9	PTX3	9606.ENSP00000371790	9606.ENSP00000295927	0	0	0	0	0	0	0	0.548	0.548
FGF9	MMP3	9606.ENSP00000371790	9606.ENSP00000299855	0	0	0	0	0.055	0	0	0.436	0.444
FGF9	MMP1	9606.ENSP00000371790	9606.ENSP00000322788	0	0	0	0	0.048	0	0	0.400	0.405
FGF9	TNFRSF12A	9606.ENSP00000371790	9606.ENSP00000326737	0	0	0	0	0	0	0	0.712	0.712
FGF9	FLRT2	9606.ENSP00000371790	9606.ENSP00000332879	0	0	0	0	0.049	0	0.500	0.150	0.560
FGF9	TGFB2	9606.ENSP00000371790	9606.ENSP00000355896	0	0	0	0	0.070	0	0	0.519	0.534
FGF9	GDF5	9606.ENSP00000371790	9606.ENSP00000363492	0	0	0	0	0.051	0	0	0.406	0.413
FGF9	POSTN	9606.ENSP00000371790	9606.ENSP00000369071	0	0	0	0	0.055	0	0	0.398	0.406
FGF9	SDC1	9606.ENSP00000371790	9606.ENSP00000370542	0	0	0	0	0	0	0	0.761	0.761
FGF9	NTM	9606.ENSP00000371790	9606.ENSP00000396722	0	0	0	0	0.063	0	0	0.439	0.452
FGF9	KITLG	9606.ENSP00000371790	9606.ENSP00000495951	0	0	0	0	0	0	0	0.512	0.512
FGF9	PAX6	9606.ENSP00000371790	9606.ENSP00000492024	0	0	0	0	0.102	0	0	0.481	0.514
FGF9	GREM1	9606.ENSP00000371790	9606.ENSP00000498748	0	0	0	0	0.042	0	0	0.583	0.583
FGF9	PGF	9606.ENSP00000371790	9606.ENSP00000451040	0	0	0	0	0	0	0	0.609	0.609
FGF9	IGF2	9606.ENSP00000371790	9606.ENSP00000391826	0	0	0	0	0	0	0	0.645	0.645
FGF9	IGF1R	9606.ENSP00000371790	9606.ENSP00000497069	0	0	0	0	0	0	0.650	0.616	0.859
FIBCD1	IGFBP2	9606.ENSP00000361413	9606.ENSP00000233809	0	0	0	0	0	0	0	0.400	0.400
FLI1	PHGDH	9606.ENSP00000433488	9606.ENSP00000493382	0	0	0	0	0	0	0	0.508	0.508
FLNC	ITGB8	9606.ENSP00000327145	9606.ENSP00000222573	0	0	0	0	0	0.184	0.650	0.352	0.798
FLNC	TMOD1	9606.ENSP00000327145	9606.ENSP00000259365	0	0	0	0	0.053	0	0	0.594	0.600
FLNC	SGCA	9606.ENSP00000327145	9606.ENSP00000262018	0	0	0	0	0.184	0	0	0.566	0.630
FLNC	LUM	9606.ENSP00000327145	9606.ENSP00000266718	0	0	0	0	0.137	0.071	0	0.342	0.426
FLNC	PAK1	9606.ENSP00000327145	9606.ENSP00000278568	0	0	0	0	0.047	0.067	0.900	0.209	0.920
FLNC	SYNPO2	9606.ENSP00000327145	9606.ENSP00000306015	0	0	0	0	0.087	0.294	0	0.766	0.836
FLNC	TRIM55	9606.ENSP00000327145	9606.ENSP00000323913	0	0	0	0	0.074	0.233	0	0.229	0.405
FLNC	JUP	9606.ENSP00000327145	9606.ENSP00000377508	0	0	0	0	0.087	0	0	0.417	0.444
FLNC	KRT19	9606.ENSP00000327145	9606.ENSP00000355124	0	0	0	0	0.067	0	0	0.448	0.462
FLNC	OBSL1	9606.ENSP00000327145	9606.ENSP00000385636	0	0	0	0	0.117	0.314	0	0.276	0.524
FLNC	PGM5	9606.ENSP00000327145	9606.ENSP00000379678	0	0	0	0	0.065	0	0	0.587	0.597
FLNC	ITGA11	9606.ENSP00000327145	9606.ENSP00000327290	0	0	0	0	0.085	0	0.650	0.161	0.708
FLNC	SGCD	9606.ENSP00000327145	9606.ENSP00000338343	0	0	0	0	0.126	0.476	0	0.946	0.973
FMO2	FMO3	9606.ENSP00000209929	9606.ENSP00000356729	0	0	0.060	0.960	0.325	0.126	0	0.053	0.405
FOXE1	IRF6	9606.ENSP00000364265	9606.ENSP00000355988	0	0	0	0	0.042	0	0	0.634	0.635
FOXO1	HOXC8	9606.ENSP00000368880	9606.ENSP00000040584	0	0	0	0	0	0.075	0	0.483	0.501
FOXO1	MMP2	9606.ENSP00000368880	9606.ENSP00000219070	0	0	0	0	0.042	0	0	0.590	0.590
FOXO1	HOXA5	9606.ENSP00000368880	9606.ENSP00000222726	0	0	0	0	0	0.317	0	0.200	0.430
FOXO1	TWIST1	9606.ENSP00000368880	9606.ENSP00000242261	0	0	0	0	0.051	0	0.400	0.358	0.602
FOXO1	PDGFRB	9606.ENSP00000368880	9606.ENSP00000261799	0	0	0	0	0.047	0.045	0	0.579	0.583
FOXO1	PITX1	9606.ENSP00000368880	9606.ENSP00000265340	0	0	0	0	0	0.300	0	0.187	0.407
FOXO1	TP53	9606.ENSP00000368880	9606.ENSP00000269305	0	0	0	0	0	0	0	0.886	0.886
FOXO1	HMGCR	9606.ENSP00000368880	9606.ENSP00000287936	0	0	0	0	0	0	0	0.419	0.419
FOXO1	NFIL3	9606.ENSP00000368880	9606.ENSP00000297689	0	0	0	0	0.056	0.047	0	0.536	0.546
FOXO1	MAF	9606.ENSP00000368880	9606.ENSP00000327048	0	0	0	0	0.082	0	0	0.373	0.400
FOXO1	MEF2C	9606.ENSP00000368880	9606.ENSP00000340874	0	0	0	0	0.078	0.091	0	0.599	0.635
FOXO1	SREBF2	9606.ENSP00000368880	9606.ENSP00000354476	0	0	0	0	0	0.053	0	0.499	0.505
FOXO1	SCD	9606.ENSP00000368880	9606.ENSP00000359380	0	0	0	0	0	0	0	0.599	0.599
FOXO1	PIM1	9606.ENSP00000368880	9606.ENSP00000362608	0	0	0	0	0.075	0.071	0.400	0.062	0.451
FOXO1	OGT	9606.ENSP00000368880	9606.ENSP00000362824	0	0	0	0	0.042	0.051	0.900	0.497	0.948
FOXO1	TXN	9606.ENSP00000368880	9606.ENSP00000363641	0	0	0	0	0	0	0	0.404	0.404
FOXO1	ID3	9606.ENSP00000368880	9606.ENSP00000363689	0	0	0	0	0.104	0	0	0.417	0.455
FOXO1	ID1	9606.ENSP00000368880	9606.ENSP00000365280	0	0	0	0	0.044	0.292	0	0.237	0.438
FOXO1	SLC2A1	9606.ENSP00000368880	9606.ENSP00000416293	0	0	0	0	0.043	0	0	0.425	0.426
FOXO1	TXNIP	9606.ENSP00000368880	9606.ENSP00000462521	0	0	0	0	0.064	0	0	0.447	0.460
FOXO1	SESN3	9606.ENSP00000368880	9606.ENSP00000441927	0	0	0	0	0.075	0	0	0.487	0.506
FOXO1	IGF2	9606.ENSP00000368880	9606.ENSP00000391826	0	0	0	0	0.043	0	0	0.569	0.570
FOXO1	SATB1	9606.ENSP00000368880	9606.ENSP00000399518	0	0	0	0	0.068	0.164	0	0.567	0.633
FOXO1	UCP2	9606.ENSP00000368880	9606.ENSP00000499695	0	0	0	0	0.042	0.052	0	0.645	0.649
FOXO1	IGF1R	9606.ENSP00000368880	9606.ENSP00000497069	0	0	0	0	0.056	0.135	0	0.755	0.783
FOXO1	SOD2	9606.ENSP00000368880	9606.ENSP00000446252	0	0	0	0	0.049	0	0.750	0.628	0.903
FRZB	WNT16	9606.ENSP00000295113	9606.ENSP00000222462	0	0	0	0	0	0.173	0	0.545	0.607
FRZB	WNT5A	9606.ENSP00000295113	9606.ENSP00000264634	0	0	0	0	0	0.173	0	0.739	0.774
FRZB	WNT2	9606.ENSP00000295113	9606.ENSP00000265441	0	0	0	0	0.062	0.173	0	0.574	0.641
FRZB	TCF7L1	9606.ENSP00000295113	9606.ENSP00000282111	0	0	0	0	0.062	0	0	0.498	0.509
FRZB	LRP5	9606.ENSP00000295113	9606.ENSP00000294304	0	0	0	0	0	0.080	0	0.784	0.793
FRZB	ROR2	9606.ENSP00000295113	9606.ENSP00000364860	0	0	0	0	0.090	0.110	0	0.322	0.403
FRZB	RSPO3	9606.ENSP00000295113	9606.ENSP00000349131	0	0	0	0	0.111	0	0	0.369	0.415
FRZB	WNT5B	9606.ENSP00000295113	9606.ENSP00000380379	0	0	0	0	0	0.173	0	0.531	0.595
FRZB	GDF5	9606.ENSP00000295113	9606.ENSP00000363492	0	0	0	0	0	0	0	0.764	0.764
FYN	RAC2	9606.ENSP00000346671	9606.ENSP00000249071	0	0	0	0	0.106	0.198	0.900	0.469	0.956
FYN	PDGFRB	9606.ENSP00000346671	9606.ENSP00000261799	0	0	0	0.649	0.100	0.748	0	0.557	0.891
FYN	WNT5A	9606.ENSP00000346671	9606.ENSP00000264634	0	0	0	0	0	0.092	0	0.521	0.546
FYN	ICAM1	9606.ENSP00000346671	9606.ENSP00000264832	0	0	0	0	0.105	0	0	0.561	0.590
FYN	TP53	9606.ENSP00000346671	9606.ENSP00000269305	0	0	0	0	0.055	0	0	0.652	0.657
FYN	PAK1	9606.ENSP00000346671	9606.ENSP00000278568	0	0	0	0.568	0.066	0.071	0.500	0.133	0.573
FYN	THY1	9606.ENSP00000346671	9606.ENSP00000284240	0	0	0	0	0.055	0.292	0	0.511	0.645
FYN	KIT	9606.ENSP00000346671	9606.ENSP00000288135	0	0	0	0.669	0.060	0.316	0.400	0.478	0.771
FYN	LRP5	9606.ENSP00000346671	9606.ENSP00000294304	0	0	0	0	0	0	0	0.507	0.507
FYN	SPHK1	9606.ENSP00000346671	9606.ENSP00000313681	0	0	0	0	0.044	0.295	0	0.520	0.648
FYN	GRIN2A	9606.ENSP00000346671	9606.ENSP00000332549	0	0	0	0	0	0.735	0	0.932	0.981
FYN	NTN4	9606.ENSP00000346671	9606.ENSP00000340998	0	0	0	0	0	0.094	0	0.409	0.442
FYN	NEO1	9606.ENSP00000346671	9606.ENSP00000341198	0	0	0	0	0.042	0.091	0	0.425	0.455
FYN	PTPN3	9606.ENSP00000346671	9606.ENSP00000363667	0	0	0	0	0	0.097	0	0.456	0.488
FYN	ROBO1	9606.ENSP00000346671	9606.ENSP00000420321	0	0	0	0	0.067	0.094	0	0.453	0.498
FYN	RELN	9606.ENSP00000346671	9606.ENSP00000392423	0	0	0	0	0.044	0	0.400	0.202	0.502
FYN	PRUNE2	9606.ENSP00000346671	9606.ENSP00000365908	0	0	0	0	0	0.514	0	0.080	0.534
